146 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 10.3.0.32 , 10.50.23.79 , UDP , 53 , 53363 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
66 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.163.46 , 10.50.23.79 , TCP , 443 , 49044 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
9434 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
66 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 172.217.23.206 , 10.50.23.79 , TCP , 80 , 42798 
66 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 172.217.23.206 , TCP , 42798 , 80 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.231 , TCP , 54910 , 443 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.231 , TCP , 54912 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
60 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.231 , 10.50.23.79 , TCP , 443 , 54910 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
60 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.231 , 10.50.23.79 , TCP , 443 , 54912 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
9434 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
9434 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
10774 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
1394 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
4074 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
6754 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
8094 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
5414 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
2734 , 50:eb:1a:90:61:32 , 48:45:20:44:0:9d , IPv4 , 74.125.158.92 , 10.50.23.79 , TCP , 443 , 49266 
54 , 48:45:20:44:0:9d , 50:eb:1a:90:61:32 , IPv4 , 10.50.23.79 , 74.125.158.92 , TCP , 49266 , 443 
